Identifier,NodeType,followers,Following,connections,Degree
bajian,leaf-user,,,,2
bakins,user,51,15,66,65
Bakley,leaf-user,,,,2
bakso,user,38,36,74,57
bakura10,leaf-user,,,,5
baliw,leaf-user,,,,3
Ballinger1215,user,51,51,102,78
bamos,leaf-user,,,,2
bang590,leaf-user,,,,7
Bantina,leaf-user,,,,3
baocode,leaf-user,,,,4
baogechen,leaf-user,,,,4
baotiao,user,51,51,102,102
baoyachi,leaf-user,,,,2
baoyongzhang,leaf-user,,,,5
Baoyx007,leaf-user,,,,2
baoziv587,leaf-user,,,,2
barakmich,leaf-user,,,,2
baransomakli,leaf-user,,,,2
barelyknown,leaf-user,,,,2
barkinet,leaf-user,,,,4
barneyElDinosaurio,leaf-user,,,,2
BaronZ88,leaf-user,,,,2
barretlee,leaf-user,,,,22
Barry215,leaf-user,,,,2
barrycug,leaf-user,,,,2
barryvdh,leaf-user,,,,4
bartaz,leaf-user,,,,6
basarat,leaf-user,,,,2
BastinRobin,leaf-user,,,,2
bathos,leaf-user,,,,2
batouy,leaf-user,,,,2
batterseapower,leaf-user,,,,2
bawang51,leaf-user,,,,2
BazzaCuda,leaf-user,,,,3
bbatsov,leaf-user,,,,5
bbcallen,leaf-user,,,,5
bb-drummer,user,4,18,22,18
bbondy,leaf-user,,,,2
bbonkr,user,15,26,41,26
bboydflo,leaf-user,,,,4
bbskey,leaf-user,,,,2
bbsoft0,leaf-user,,,,2
bbsunchen,user,13,24,37,33
bcc5160,leaf-user,,,,2
BCedric,leaf-user,,,,2
bcho,leaf-user,,,,2
bcoe,leaf-user,,,,4
bcomnes,leaf-user,,,,2
bcongdon,leaf-user,,,,2
bdarnell,leaf-user,,,,4
bdeanindy,leaf-user,,,,3
bdmuss,leaf-user,,,,2
bdougie,leaf-user,,,,2
be5invis,leaf-user,,,,10
beali,user,51,51,102,153
bear,leaf-user,,,,3
bearofbear,leaf-user,,,,16
beartung,leaf-user,,,,2
beaucollins,leaf-user,,,,2
beaufortfrancois,leaf-user,,,,2
beautiful0night,leaf-user,,,,2
Beau-zihan,leaf-user,,,,2
beberlei,leaf-user,,,,5
bebraw,leaf-user,,,,5
BecksHwang,user,2,11,13,11
becky7,leaf-user,,,,3
bede,leaf-user,,,,4
beejhuff,leaf-user,,,,7
beeman,leaf-user,,,,2
beerecca,user,21,8,29,28
begeekmyfriend,leaf-user,,,,5
behrad,leaf-user,,,,2
beiduo,leaf-user,,,,2
beijinggoblue,leaf-user,,,,5
beileixinqing,leaf-user,,,,6
beilunyang,leaf-user,,,,3
beimprovised,leaf-user,,,,3
beingdevelop,leaf-user,,,,2
BeingX,leaf-user,,,,2
beiwang2105,leaf-user,,,,2
beizhedenglong,user,4,17,21,20
BelinChung,leaf-user,,,,6
ben174,leaf-user,,,,2
benbalter,leaf-user,,,,15
benbjohnson,leaf-user,,,,3
bendechrai,leaf-user,,,,2
bendrucker,leaf-user,,,,2
beneater,leaf-user,,,,2
benhalpern,leaf-user,,,,2
benhamner,leaf-user,,,,5
ben-holland-young,leaf-user,,,,2
benjaminaaron,user,43,51,94,92
benjamingr,leaf-user,,,,3
benjaminhaley,leaf-user,,,,2
benjaminjkraft,leaf-user,,,,2
benjaminws,leaf-user,,,,2
benjamn,leaf-user,,,,8
benjchristensen,leaf-user,,,,5
benjycui,user,51,14,65,67
benkalsky,leaf-user,,,,3
benkomalo,leaf-user,,,,2
BenLangmead,leaf-user,,,,4
benmcclelland,leaf-user,,,,2
bennadel,user,51,0,51,56
BennSandoval,leaf-user,,,,2
benoitc,leaf-user,,,,4
bensonwu97,leaf-user,,,,2
BenTristem,leaf-user,,,,2
BenUsername,leaf-user,,,,5
Benvie,leaf-user,,,,2
benweet,leaf-user,,,,2
benyaminsalimi,user,21,18,39,35
BeOleg,leaf-user,,,,2
Bera,leaf-user,,,,2
bergPro,leaf-user,,,,4
bergwhite,leaf-user,,,,4
beriberikix,leaf-user,,,,3
berkaybeyaz1,leaf-user,,,,4
BerkeleyTrue,leaf-user,,,,2
berlamont,leaf-user,,,,2
Berlin007,leaf-user,,,,2
bernardofire,user,51,51,102,100
BernardoGO,leaf-user,,,,6
bernars,leaf-user,,,,2
bertFu,leaf-user,,,,2
berwin,leaf-user,,,,3
Beryl1230,leaf-user,,,,3
bestander,leaf-user,,,,2
BestDingSheng,leaf-user,,,,4
bestjaipurproperty,leaf-user,,,,2
bestme44,leaf-user,,,,2
betatim,leaf-user,,,,4
Beto1115,leaf-user,,,,2
betocattani,leaf-user,,,,2
bevacqua,leaf-user,,,,14
bewithsahilsaif,leaf-user,,,,2
beyhosni,leaf-user,,,,2
BeyondVincent,leaf-user,,,,3
bfeher,leaf-user,,,,2
bfirsh,leaf-user,,,,2
bfoz,leaf-user,,,,2
BFush,user,51,51,102,273
BG2BKK,leaf-user,,,,2
bgando,leaf-user,,,,2
bgrins,leaf-user,,,,2
bgruening,leaf-user,,,,2
bgruszka,user,34,34,68,59
bhaddow,leaf-user,,,,2
bhalchandratk,leaf-user,,,,2
bhauman,leaf-user,,,,2
bhavikat,leaf-user,,,,3
bhavyanshu,leaf-user,,,,2
bh-lay,leaf-user,,,,3
bhnddowinf,leaf-user,,,,3
bhupenderkumar,leaf-user,,,,2
bhuztez,leaf-user,,,,2
biancarosa,leaf-user,,,,2
biank88,user,3,11,14,13
Bibernull,leaf-user,,,,2
bicycleChen,user,10,51,61,61
biergaizi,leaf-user,,,,2
biezhi,user,51,35,86,88
bigardone,leaf-user,,,,2
bigbigdan,leaf-user,,,,12
bigcd,leaf-user,,,,2
BIGCsmallc,leaf-user,,,,2
bigfly,leaf-user,,,,4
bigggge,leaf-user,,,,2
bigloong,leaf-user,,,,2
bigNoseBug,leaf-user,,,,3
bigred,leaf-user,,,,2
bigxing,leaf-user,,,,4
bijukunjummen,leaf-user,,,,3
bikz05,user,51,0,51,51
bilawal-liaqat,leaf-user,,,,2
billfeller,user,22,2,24,23
billgo,leaf-user,,,,5
billpolar,leaf-user,,,,10
billryan,leaf-user,,,,2
BillTian,leaf-user,,,,2
bineeshhd,user,14,17,31,18
bingfengwangzuo,leaf-user,,,,4
binghe,leaf-user,,,,2
BingLau7,leaf-user,,,,2
bingoogolapple,user,51,51,102,111
binhqd,leaf-user,,,,2
binnng,leaf-user,,,,4
binux,user,51,7,58,67
bio-automata,leaf-user,,,,2
bioIkke,user,2,6,8,6
bioinformatist,user,8,0,8,8
biomassives,leaf-user,,,,2
biqing,leaf-user,,,,3
birdgg,leaf-user,,,,2
birdplane9527,leaf-user,,,,2
birkmann,leaf-user,,,,2
bishopstrow,leaf-user,,,,2
bitcero,user,22,3,25,22
bitemyapp,leaf-user,,,,4
bitprophet,leaf-user,,,,3
Bittarman,leaf-user,,,,5
bittin,leaf-user,,,,2
BjarneStroustrup,leaf-user,,,,3
bjaysheel,user,2,0,2,2
bjcawanglu,leaf-user,,,,2
bjchenxn,leaf-user,,,,2
bjcubsfan,user,4,5,9,8
bjinwright,leaf-user,,,,2
bjmin,leaf-user,,,,5
bjori,leaf-user,,,,4
bjpop,leaf-user,,,,2
bjporter,leaf-user,,,,2
bjsunhe,leaf-user,,,,4
bjtucker,leaf-user,,,,3
bjyoungblood,leaf-user,,,,6
b-k,user,46,1,47,47
bkayaarda,leaf-user,,,,2
bkeepers,leaf-user,,,,3
bkimmel,leaf-user,,,,2
bl2i4n,leaf-user,,,,2
BlackBerserker0xff,leaf-user,,,,4
blackdwarf,leaf-user,,,,2
BlackGlory,leaf-user,,,,2
blackhamm3rjack,user,51,51,102,99
blackstrip,leaf-user,,,,2
blade254353074,leaf-user,,,,3
bladehd,leaf-user,,,,2
blahah,leaf-user,,,,4
blahgeek,leaf-user,,,,2
blakeembrey,leaf-user,,,,3
blake-newman,leaf-user,,,,2
blalyassine,leaf-user,,,,2
blanchonvincent,leaf-user,,,,3
blang,user,23,17,40,32
Blankj,leaf-user,,,,3
Blankwonder,leaf-user,,,,2
blasten,leaf-user,,,,2
Blazers007,leaf-user,,,,4
bleekk,leaf-user,,,,2
blendin,leaf-user,,,,77
blesh,leaf-user,,,,3
blindglobe,leaf-user,,,,3
Blockchains,user,13,51,64,65
bloodycoder,user,51,51,102,117
Bloss,leaf-user,,,,2
blsdotrocks,leaf-user,,,,2
bluebore,leaf-user,,,,2
BlueCocoa,leaf-user,,,,3
blueflylin,leaf-user,,,,4
blueimp,leaf-user,,,,5
Bluemit,leaf-user,,,,3
blueness,leaf-user,,,,2
bluepine,leaf-user,,,,2
Bluesbone,leaf-user,,,,2
bluesmoon,leaf-user,,,,2
bluewhale1207,leaf-user,,,,3
bluezhan,leaf-user,,,,3
bmeck,leaf-user,,,,2
Bmetz,leaf-user,,,,3
bmizerany,leaf-user,,,,3
bmuk,leaf-user,,,,2
bnb,leaf-user,,,,2
bnbowman,user,25,7,32,29
bnolan,leaf-user,,,,2
bnoordhuis,leaf-user,,,,7
bobbyangelov,user,19,51,70,68
BobbyXu2014,leaf-user,,,,2
bobo6891,leaf-user,,,,5
bobvanluijt,user,13,9,22,20
bobzhang,user,51,14,65,68
bocher,user,0,51,51,52
bocyou,user,2,9,11,9
boiawang,leaf-user,,,,2
boilWater,leaf-user,,,,2
bokand,leaf-user,,,,2
bokeyy,leaf-user,,,,3
bokie,leaf-user,,,,2
bom-d-van,leaf-user,,,,2
BonsaiDen,leaf-user,,,,4
boofw,leaf-user,,,,3
bookercodes,leaf-user,,,,4
border,user,51,51,102,102
boredream,leaf-user,,,,2
Borisdereck,leaf-user,,,,2
borisding1994,leaf-user,,,,2
BorisMoore,leaf-user,,,,3
bos,leaf-user,,,,4
Boshen,leaf-user,,,,4
Bosn,leaf-user,,,,4
BosNaufal,leaf-user,,,,2
botelho,leaf-user,,,,6
Bottersnike,user,2,1,3,3
bouk,leaf-user,,,,3
boxizen,user,35,51,86,82
boygaggoo,leaf-user,,,,2
bpassos,leaf-user,,,,2
bppan,leaf-user,,,,3
bq-hentai27,leaf-user,,,,2
br3ad,leaf-user,,,,4
BR903,user,26,0,26,26
braddunbar,leaf-user,,,,2
bradengammon,leaf-user,,,,2
bradfitz,leaf-user,,,,7
bradfrost,leaf-user,,,,5
bradjonesca,leaf-user,,,,2
BradLarson,leaf-user,,,,2
bradley-holt,leaf-user,,,,2
bradlygreen,leaf-user,,,,2
bradpotts,user,19,18,37,19
bradrydzewski,leaf-user,,,,2
bradtraversy,leaf-user,,,,3
bramantyoa,leaf-user,,,,3
bramblex,leaf-user,,,,2
bramp,leaf-user,,,,2
bramstein,leaf-user,,,,2
brandly,leaf-user,,,,2
brandonaaron,leaf-user,,,,2
brandonpowell,leaf-user,,,,2
brandon-rhodes,leaf-user,,,,3
brandyscarney,leaf-user,,,,2
bratao,user,14,40,54,50
BraulioMendez,leaf-user,,,,3
bravegurkha,leaf-user,,,,21
brayancruces,leaf-user,,,,2
braydie,leaf-user,,,,2
breakwa11,leaf-user,,,,15
breezedeus,user,41,2,43,43
BrendanEich,leaf-user,,,,9
brendangregg,leaf-user,,,,2
brenj,user,5,1,6,5
brenns10,leaf-user,,,,2
brenopolanski,leaf-user,,,,2
brent-halen,user,5,28,33,30
brentonashworth,leaf-user,,,,2
brentp,leaf-user,,,,3
brentvatne,leaf-user,,,,4
brettstimmerman,leaf-user,,,,2
brian456646546,leaf-user,,,,2
brianamarie,leaf-user,,,,3
briandfoy,leaf-user,,,,2
BrianJenney,user,26,31,57,36
briankai,leaf-user,,,,24
briankoech,leaf-user,,,,2
brianleroux,leaf-user,,,,4
brianloveswords,leaf-user,,,,3
Brianmanden,leaf-user,,,,4
BrianMarquez3,leaf-user,,,,2
brianmillar,leaf-user,,,,2
briannaorg,user,11,10,21,11
brianredbeard,leaf-user,,,,2
BrickXu,leaf-user,,,,5
brillmindzind,leaf-user,,,,2
brillout,leaf-user,,,,2
brkckr,leaf-user,,,,3
BrkSe,leaf-user,,,,2
brocaar,leaf-user,,,,2
broccolii,leaf-user,,,,4
Bronsa,leaf-user,,,,2
brookspg,leaf-user,,,,2
Brooooooklyn,leaf-user,,,,6
brosner,leaf-user,,,,2
brown,leaf-user,,,,2
brownhead,leaf-user,,,,2
browniefed,leaf-user,,,,2
brspurri,user,4,1,5,5
bruaways,leaf-user,,,,2
brucezz,leaf-user,,,,2
bruno-,leaf-user,,,,2
Bruno-bai,user,1,1,2,2
brunocasanova,user,51,51,102,327
brunocvcunha,user,51,51,102,182
BrunoSanchez,leaf-user,,,,2
brutaldev,user,13,0,13,13
brw2305,leaf-user,,,,2
brwnj,leaf-user,,,,2
BryanBo-Cao,leaf-user,,,,2
bryanbraun,leaf-user,,,,2
bryandeng,leaf-user,,,,2
bryanjos,leaf-user,,,,2
bryanl,leaf-user,,,,2
BryanSema,leaf-user,,,,2
brychung,leaf-user,,,,2
brydavis,leaf-user,,,,2
Bryio,user,7,21,28,24
bryongloden,leaf-user,,,,3
bshaffer,leaf-user,,,,3
bsingr,leaf-user,,,,2
bsspirit,leaf-user,,,,5
bt3gl,leaf-user,,,,2
bterlson,leaf-user,,,,3
btford,leaf-user,,,,8
btholt,leaf-user,,,,2
btiwaree,leaf-user,,,,2
buaazp,leaf-user,,,,2
bubao,leaf-user,,,,2
bubble1229,leaf-user,,,,3
bubkoo,user,51,4,55,57
bucketli,leaf-user,,,,2
buckyroberts,user,51,31,82,97
buger,leaf-user,,,,5
bugfree314,leaf-user,,,,2
bugyak,leaf-user,,,,2
buhe,leaf-user,,,,4
bukola1,user,5,51,56,54
bulletRush,user,7,40,47,40
bullub,leaf-user,,,,2
bungle,leaf-user,,,,4
bunnyblue,leaf-user,,,,3
buptkang,leaf-user,,,,2
BuptStEve,leaf-user,,,,2
burakcan,leaf-user,,,,3
burakdirin,user,19,51,70,55
burness,leaf-user,,,,5
BurntSushi,leaf-user,,,,2
bus710,leaf-user,,,,2
BUS-OGD,user,9,0,9,9
but0n,leaf-user,,,,3
butchewing,leaf-user,,,,2
Buthaina2018,leaf-user,,,,2
Buttonwood,user,13,31,44,43
butu5,leaf-user,,,,3
buu700,leaf-user,,,,2
buybackoff,leaf-user,,,,2
buyijie,leaf-user,,,,2
bwlewis,leaf-user,,,,3
bxbxbai,leaf-user,,,,2
Byelaney,user,22,42,64,48
byennen,leaf-user,,,,2
BYK,leaf-user,,,,3
byr-gdp,leaf-user,,,,2
byt3bl33d3r,leaf-user,,,,3
bytescout,user,4,0,4,4
byteshiva,leaf-user,,,,3
BYVoid,user,51,51,102,141
bzzkb,leaf-user,,,,2
c42f,leaf-user,,,,2
c4pt0r,leaf-user,,,,2
c9s,leaf-user,,,,4
caabernathy,leaf-user,,,,2
cabbibo,leaf-user,,,,2
CabezasGonzalezJavier,leaf-user,,,,2
CacheDoor,leaf-user,,,,2
caesar0301,leaf-user,,,,7
cafe,leaf-user,,,,2
cagdascan,leaf-user,,,,2
Caged,leaf-user,,,,5
cahergil,user,10,19,29,21
caicaicai4,leaf-user,,,,2
caichuibin,leaf-user,,,,2
caijun,leaf-user,,,,2
caike,leaf-user,,,,2
cailven,leaf-user,,,,3
cain2,user,51,51,102,83
caiocutrim,leaf-user,,,,2
caiogondim,leaf-user,,,,2
caio-ribeiro-pereira,leaf-user,,,,2
CaiPeterCai,leaf-user,,,,2
CaitieM20,leaf-user,,,,2
caitp,leaf-user,,,,2
caizone,leaf-user,,,,3
cajogos,leaf-user,,,,3
cake654326,leaf-user,,,,2
cakmoel,leaf-user,,,,2
cakper,leaf-user,,,,2
calculord,leaf-user,,,,2
caldera,user,1,16,17,17
CaledoniaProject,leaf-user,,,,2
callmenick,leaf-user,,,,5
callmewhy,leaf-user,,,,6
callumacrae,leaf-user,,,,2
calmdev,leaf-user,,,,3
CALTyang,leaf-user,,,,3
calvinfo,leaf-user,,,,3
camark,leaf-user,,,,3
Cambera,leaf-user,,,,3
cambusa,user,51,51,102,79
CamDavidsonPilon,leaf-user,,,,4
CameloeAnthony,leaf-user,,,,2
cameronmcefee,leaf-user,,,,3
camirmas,leaf-user,,,,2
CaMnter,leaf-user,,,,5
CamphorRain,leaf-user,,,,2
campoy,leaf-user,,,,3
camsong,leaf-user,,,,8
candledragle,leaf-user,,,,2
candycat1992,leaf-user,,,,4
candyccx,leaf-user,,,,3
candysun520,user,0,51,51,61
canereren112,leaf-user,,,,2
canhetingsky,leaf-user,,,,2
caocao485,leaf-user,,,,3
CaoimheC1,leaf-user,,,,2
Caoimhe-IT,leaf-user,,,,3
caokang,leaf-user,,,,2
caolan,leaf-user,,,,12
caomw,user,50,51,101,109
caoyu0,leaf-user,,,,4
captain-miao,leaf-user,,,,3
captainsafia,leaf-user,,,,5
Carbs0126,leaf-user,,,,4
cardinot,leaf-user,,,,22
cardoso010,user,4,34,38,36
CarGuo,leaf-user,,,,2
carlgik4,user,6,10,16,13
carlhong,leaf-user,,,,2
carljm,leaf-user,,,,2
CarlosBorroto,user,14,2,16,14
carlosFPGA,leaf-user,,,,2
carlospuk,user,5,0,5,5
carlossg,leaf-user,,,,2
Carlosxell,leaf-user,,,,2
carmenmp,leaf-user,,,,3
Carnia,leaf-user,,,,2
Carnival7,leaf-user,,,,4
caroaguilar,leaf-user,,,,2
caroem,leaf-user,,,,2
carolinaknoll,leaf-user,,,,4
carozhu,user,12,51,63,60
carpedm20,leaf-user,,,,2
Carreau,leaf-user,,,,2
carrie901,leaf-user,,,,2
carrieqianqian,user,1,15,16,15
casatwy,leaf-user,,,,4
casesandberg,user,51,13,64,64
cashionlee22,user,1,8,9,8
cassidoo,leaf-user,,,,5
cassiosantos,leaf-user,,,,3
Cat7373,leaf-user,,,,2
catalinciupic,leaf-user,,,,2
cataska,user,35,0,35,35
CatChen,leaf-user,,,,6
CatchZeng,leaf-user,,,,2
cathydeng,leaf-user,,,,2
cathywife,leaf-user,,,,7
Catofes,leaf-user,,,,2
CatPolice,leaf-user,,,,2
catwarrior,leaf-user,,,,2
cbeams,leaf-user,,,,2
cboettig,leaf-user,,,,2
cbsistem,leaf-user,,,,2
cburgdorf,leaf-user,,,,2
cbycraft,user,2,3,5,3
ccalbaugh,user,15,26,41,29
cccyb,leaf-user,,,,4
ccforward,leaf-user,,,,4
ccheever,leaf-user,,,,2
ccirene,leaf-user,,,,2
ccl0326,leaf-user,,,,3
ccoapoyo,leaf-user,,,,2
ccoenraets,leaf-user,,,,8
ccrraaiigg,user,11,7,18,15
cdepman,user,51,51,102,71
cdrnet,leaf-user,,,,2
CeceXX,leaf-user,,,,15
CecilLee,user,24,50,74,70
Cediddi,leaf-user,,,,2
Cee,leaf-user,,,,6
ceilory,leaf-user,,,,4
cemarguvanli,leaf-user,,,,3
cemoody,leaf-user,,,,3
centralpark,user,1,3,4,3
cer,leaf-user,,,,3
cesagonchu,user,14,19,33,29
cesarferreira,leaf-user,,,,2
cesarsouza,leaf-user,,,,2
cesc1989,leaf-user,,,,2
cesmeemlak,leaf-user,,,,6
ceteri,leaf-user,,,,2
cezerii,leaf-user,,,,2
cfjedimaster,leaf-user,,,,3
cfsghost,user,51,17,68,68
cganey,leaf-user,,,,5
cgmartin,leaf-user,,,,3
cgygd,leaf-user,,,,2
Ch3ck,user,51,51,102,102
ch3nkula,leaf-user,,,,2
chagge,leaf-user,,,,3
chai2010,leaf-user,,,,3
chalasr,leaf-user,,,,2
chali,user,7,2,9,8
chalkers,leaf-user,,,,2
chancancode,leaf-user,,,,2
Chancefeng,leaf-user,,,,3
chances,user,39,46,85,62
chandlerc,leaf-user,,,,2
changguo,leaf-user,,,,4
changjingli,user,4,9,13,9
ChangJoo-Park,leaf-user,,,,2
ChangweiZhang,leaf-user,,,,2
changxiupeng,leaf-user,,,,2
channelcat,leaf-user,,,,2
chantisnake,leaf-user,,,,2
chaojian,leaf-user,,,,5
chaomaer,leaf-user,,,,2
chaomao,leaf-user,,,,2
chaoos2,leaf-user,,,,2
ChaoSBYNN,leaf-user,,,,2
chaos-dd,leaf-user,,,,2
chaoslawful,leaf-user,,,,2
chaosyuan,leaf-user,,,,3
chaozh,leaf-user,,,,2
chapel,leaf-user,,,,2
chapmanb,user,51,51,102,105
character523,leaf-user,,,,2
charlenopires,leaf-user,,,,5
CharlesAnthonyBrowne,leaf-user,,,,2
charles-l,leaf-user,,,,3
charlesti,leaf-user,,,,2
charleyw,leaf-user,,,,3
CharleyXu,leaf-user,,,,2
charliesome,leaf-user,,,,7
CharlinFeng,leaf-user,,,,4
CharmingZhou,leaf-user,,,,4
chaselee,user,40,11,51,49
CHCP,leaf-user,,,,2
chdoig,leaf-user,,,,2
checkraiser,leaf-user,,,,2
cheeaun,leaf-user,,,,5
cheerylong,leaf-user,,,,2
ChefIronBelly,leaf-user,,,,2
chefxu,user,12,1,13,13
chekun,leaf-user,,,,2
chemdemo,leaf-user,,,,9
chendagan,leaf-user,,,,3
chendeshen,leaf-user,,,,6
chendijun2010,leaf-user,,,,2
cheneyliu,leaf-user,,,,2
chengdazhi,leaf-user,,,,3
chengjun,leaf-user,,,,2
chenglinjava68,leaf-user,,,,2
Chenglizhen,leaf-user,,,,2
chenglou,leaf-user,,,,14
chengnuo,leaf-user,,,,3
chengqiang1992,leaf-user,,,,3
chengreatming,leaf-user,,,,2
chenguanzhou,user,37,20,57,51
chenguolin,leaf-user,,,,2
chengxiaohu924,leaf-user,,,,2
chengxuyuan112,leaf-user,,,,2
chengxxxxwang,user,13,51,64,52
chengyongxin1983,user,1,4,5,5
Chengyumeng,leaf-user,,,,2
chenhehe,leaf-user,,,,2
chenhongwu,leaf-user,,,,2
chenjiahan,leaf-user,,,,2
chenjie19891104,user,6,0,6,6
chenjiexin,leaf-user,,,,2
chenliming777,leaf-user,,,,2
chenmnkken,leaf-user,,,,6
ChenPeng252525,leaf-user,,,,2
chenpx976,leaf-user,,,,3
chenqingspring,leaf-user,,,,2
chenqiu1024,leaf-user,,,,2
chenqx,leaf-user,,,,2
chenrui2014,leaf-user,,,,4
chenruibin,leaf-user,,,,15
chenryn,leaf-user,,,,4
chenshaoju,leaf-user,,,,2
ChenShenhai,leaf-user,,,,2
chenshuo,user,51,7,58,69
chenssy89,leaf-user,,,,2
chentaixu,leaf-user,,,,2
chentao,leaf-user,,,,2
chentao0707,user,51,51,102,103
chentsulin,user,51,51,102,105
chenwt,leaf-user,,,,3
chenyf,leaf-user,,,,2
ChenYilong,leaf-user,,,,18
chenyongze,leaf-user,,,,4
chenyoufu,user,51,51,102,151
chenyufeng1991,user,51,14,65,66
ChenZerong,leaf-user,,,,2
cherrywind,user,3,20,23,20
cheshire137,leaf-user,,,,2
chestnutchen,leaf-user,,,,2
chetanspeed511987,leaf-user,,,,13
chi6rag,user,51,51,102,96
chiehwen,user,51,51,102,102
chih7,leaf-user,,,,2
chihiro,user,51,51,102,84
ChinaBUG,leaf-user,,,,2
chinafootballyu,leaf-user,,,,2
CHINALYH,leaf-user,,,,2
chinashiyu,user,51,51,102,67
chinawzc,leaf-user,,,,2
chinchang,leaf-user,,,,3
chineking,leaf-user,,,,3
ChineseDron,leaf-user,,,,2
chinnurtb,leaf-user,,,,3
chiuki,leaf-user,,,,4
chivalry02,leaf-user,,,,3
chjj,leaf-user,,,,11
chloerei,leaf-user,,,,16
chmln,leaf-user,,,,2
chneukirchen,leaf-user,,,,2
cho45,leaf-user,,,,2
chobberoni,leaf-user,,,,2
chocoluffy,leaf-user,,,,7
chokcoco,leaf-user,,,,7
chong0808,user,4,30,34,32
chongbenben,user,51,51,102,198
chongjohn716,leaf-user,,,,2
ChongWu-Biostat,user,4,3,7,6
ChouUn,leaf-user,,,,2
chowaikong,leaf-user,,,,2
chping2125,leaf-user,,,,2
chrisadkin,user,2,0,2,2
chrisaljoudi,user,51,0,51,51
chrisballinger,leaf-user,,,,2
chrisbanes,leaf-user,,,,20
chrisbward,leaf-user,,,,3
chriscoyier,leaf-user,,,,13
chrisdamba,leaf-user,,,,4
chrisdickinson,leaf-user,,,,4
chrisdone,leaf-user,,,,3
chrisdowd,leaf-user,,,,2
chriseidhof,leaf-user,,,,2
ChrisH221,leaf-user,,,,3
chrisjburch,leaf-user,,,,2
chriskeymy,leaf-user,,,,3
chrisklaiber,leaf-user,,,,2
chriskwan,leaf-user,,,,2
chrislgarry,leaf-user,,,,4
chrislusf,leaf-user,,,,4
ChrisMarinos,user,31,0,31,31
chrismatthieu,leaf-user,,,,2
chrismccord,leaf-user,,,,4
ChrisMcKenzie,leaf-user,,,,2
ChrisRackauckas,leaf-user,,,,2
chrisrobbins,leaf-user,,,,2
chrisroberts,user,51,4,55,55
christeredvartsen,leaf-user,,,,3
christian-acuna,leaf-user,,,,2
christianalfoni,leaf-user,,,,2
christiannwamba,leaf-user,,,,2
ChristianWeyer,leaf-user,,,,2
christopherpeaden,user,4,8,12,8
chrisvfritz,leaf-user,,,,2
chriswong,leaf-user,,,,4
chriszeng87,leaf-user,,,,2
ChrisZhangVA,leaf-user,,,,3
ChrisZou,leaf-user,,,,2
chsakell,user,51,24,75,77
cht8687,leaf-user,,,,3
chuanxd,leaf-user,,,,2
chuckhays,leaf-user,,,,2
chufengge,leaf-user,,,,2
chujiazhiren,leaf-user,,,,2
chukitow,leaf-user,,,,2
chungchiehlun,leaf-user,,,,17
ChunHungLiu,leaf-user,,,,4
chvillap,leaf-user,,,,2
chyingp,leaf-user,,,,3
chyyuu,leaf-user,,,,3
ciaoca,user,51,6,57,58
ciarand,leaf-user,,,,3
cicilsy,leaf-user,,,,2
ciervogris,user,51,51,102,105
Cifug,user,4,4,8,7
cihangir,leaf-user,,,,2
cike8899,leaf-user,,,,2
Cinchoo,user,2,0,2,2
cinterloper,leaf-user,,,,4
Cipherhouse,leaf-user,,,,37
cironunes,leaf-user,,,,3
cirosantilli,leaf-user,,,,2
cixtor,leaf-user,,,,7
cizixs,leaf-user,,,,3
cjbeowulf,leaf-user,,,,2
CJEEP,leaf-user,,,,3
cjlin1,leaf-user,,,,2
cjnwan,leaf-user,,,,2
cjpan,user,3,8,11,9
ckjbug,leaf-user,,,,4
cksachdev,leaf-user,,,,2
ClarkeLi,leaf-user,,,,4
clarkkev,leaf-user,,,,2
clarkzsd,leaf-user,,,,3
clarus,user,51,5,56,55
clasnake,leaf-user,,,,2
ClassicOldSong,leaf-user,,,,2
classLoder,leaf-user,,,,11
claus,leaf-user,,,,2
cllgeek,user,51,38,89,73
clotairedamy,leaf-user,,,,2
clotifoth,leaf-user,,,,2
cloudcome,leaf-user,,,,2
CloudDU,leaf-user,,,,3
cloudfier,leaf-user,,,,2
cloudhead,leaf-user,,,,3
cloudsec,leaf-user,,,,2
cloudson,leaf-user,,,,3
cloudtrends,leaf-user,,,,6
cloudwu,user,51,1,52,89
clown-0726,user,6,6,12,11
clowwindy,user,51,36,87,123
cluo,leaf-user,,,,2
clvrobj,leaf-user,,,,2
cmahon,leaf-user,,,,2
cmcantalupo,user,12,9,21,16
cmdcolin,leaf-user,,,,2
CMGS,leaf-user,,,,3
cmiscm,leaf-user,,,,3
cmonkey,user,11,51,62,52
cmostuor,leaf-user,,,,2
cmurphy,leaf-user,,,,2
cn007b,leaf-user,,,,2
Cn33liz,user,51,3,54,54
cnahliu,leaf-user,,,,3
cnbeining,leaf-user,,,,4
cnberg,leaf-user,,,,4
cnbin,leaf-user,,,,18
cncuckoo,leaf-user,,,,3
cnfeat,leaf-user,,,,2
cnlohr,leaf-user,,,,4
cnrainbing,leaf-user,,,,2
cnsnake11,leaf-user,,,,5
cobain,user,25,51,76,69
cobus07,leaf-user,,,,5
cobyism,leaf-user,,,,3
codahale,leaf-user,,,,3
code0wl,leaf-user,,,,2
code4craft,leaf-user,,,,7
CodeAndWeb,leaf-user,,,,2
codeapps,user,51,51,102,81
codeArvin,leaf-user,,,,2
codediodeio,user,13,15,28,22
codeestX,leaf-user,,,,4
